Triángulo,10,10,10,10,10,10,10
Triángulo,10,10,10,10,10,10,10
Triángulo,0.731951,2.10339,10,10,10,10,10
Triángulo,10,10,10,10,10,10,10
Triángulo,0.60206,1.45939,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.887309,-1.77043,-0.92367,-0.187203,-0.242497,0.178865,0.719778
Cuadrado,0.65452,1.70096,2.86426,3.42703,6.57389,4.27779,-7.67045
Cuadrado,0.763351,2.5606,3.6296,5.99385,9.93687,7.27338,10
Cuadrado,-0.791461,-1.57287,-1.28878,-1.25534,-2.5274,-2.02785,-0.0531857
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.976236,-1.951,-1.13431,-1.11692,-2.24254,-2.08327,-0.380029
Cuadrado,-0.462121,-0.915374,-0.665125,-0.624239,-1.2689,-1.0724,-0.727492
Cuadrado,0.681241,1.80618,10,10,-10,10,10
Cuadrado,0.60206,1.45939,10,10,10,-10,-10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.140847,0.305462,3.59173,4.13766,8.09594,4.68475,8.21331
Cuadrado,-0.977242,-1.71463,-2.72156,-2.05239,-4.25231,-2.66786,-4.32011
Cuadrado,-1.00824,-2.01297,-1.29511,-1.03768,-2.19682,-1.95883,1.46252
Cuadrado,-0.70231,-1.3989,-1.36157,-1.34294,-2.6952,-2.03909,-0.193517
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.653213,1.90849,2.26067,3.65861,-6.61806,-4.61285,9.99998
Cuadrado,-0.868499,-1.72814,-2.29707,-2.26234,-4.54203,-3.11944,2.49266
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.553898,-1.10212,-1.83189,-1.82632,-3.65542,-2.3759,0.431366
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.834685,-1.66775,-1.4188,-1.40406,-2.81549,-2.23401,0.195091
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.372264,-0.676986,-0.591917,-0.0584867,-0.276732,0.0528327,0.178627
Cuadrado,-1.0706,-2.11912,-2.1883,-1.42431,-2.48256,1.81629,-3.22358
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.60206,1.45939,10,10,10,-10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.425969,0.947509,10,10,10,-10,10
Cuadrado,0.395037,0.872415,3.31245,3.8755,7.56107,4.65716,-7.69597
Cuadrado,-0.763261,-1.46529,-2.01274,-1.85488,-3.78692,-2.57384,2.74209
Cuadrado,0.686636,1.89906,2.80248,3.55648,6.76817,4.55007,7.16407
Cuadrado,0.60206,1.45939,10,10,10,-10,10
Cuadrado,0.608134,1.53839,2.46545,3.58512,-6.61023,-4.35432,-9.99994
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.847929,-1.54478,-2.30706,-1.88998,-3.93744,-2.57936,3.64913
Cuadrado,0.765261,2.8135,3.25714,6.3426,-9.9698,-7.74701,-10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.60206,1.45939,10,10,10,10,10
Cuadrado,-0.654562,-1.30317,-2.20058,-2.20012,-4.40048,-2.8517,-0.960039
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.732394,2.06685,10,10,10,-10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.0637105,0.160972,0.0956245,0.123577,0.233178,0.204357,3.29687
Cuadrado,-0.947119,-1.89286,-2.13718,-2.13715,-4.27431,-3.08351,0.864941
Cuadrado,-0.318901,-0.631774,1.20885,1.46806,2.81366,1.24331,-3.55136
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.43412,0.977411,2.78036,3.27136,6.3447,3.9751,-6.65009
Cuadrado,0.653213,1.90849,2.26067,3.65861,-6.61806,-4.61285,9.99997
Cuadrado,0.0753939,0.199424,0.162163,0.206714,0.391153,0.306932,-3.26245
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.893364,-1.5447,-2.38633,-1.56613,3.52643,2.28391,-2.96727
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.589329,-1.1546,-0.986452,-0.925679,-1.88169,-1.50031,-0.0775305
Cuadrado,0.51491,1.18319,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.558043,1.51888,2.14267,2.8868,-6.91218,-4.31237,-5.40173
Cuadrado,0.588755,1.42084,3.04771,3.6642,7.09467,4.59726,7.28647
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.972855,-1.86128,-2.38476,-1.98843,-4.14552,-2.83335,3.72703
Cuadrado,0.686636,1.89906,2.80248,3.55648,6.76817,4.55007,7.16407
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.965511,-1.92402,-0.159472,0.066004,0.0243711,-0.828753,0.836361
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.686636,1.89906,2.80248,3.55648,6.76817,4.55007,-7.16407
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.9489,-0.439192,-1.19823,-0.396715,-1.1156,-0.376828,0.935382
Cuadrado,0.60206,1.45939,10,10,10,10,-10
Cuadrado,0.653213,1.90849,2.26067,3.65861,-6.61807,-4.61285,-9.99934
Cuadrado,0.426472,0.953112,2.7608,3.75803,-7.01699,-4.23458,9.99999
Cuadrado,-1.28065,-2.55607,-2.42594,-2.37327,-4.77284,-3.62502,-2.86612
Cuadrado,-0.233748,-0.447076,-0.203529,-0.196176,-0.396029,-0.419586,2.99846
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.215433,-0.419589,0.423108,0.543358,1.0272,0.37445,2.30152
Cuadrado,0.127365,0.292271,1.88342,2.80667,-5.33521,-3.03709,5.27358
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.608134,1.53839,2.46545,3.58512,-6.61023,-4.35432,-9.99999
Cuadrado,0.205783,0.482487,1.2882,1.36213,2.68743,1.61181,-4.2935
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.35203,-0.696161,-0.754484,-0.752409,-1.50586,-1.10018,-2.01843
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.216066,0.49328,1.56815,1.54176,3.09674,1.79677,-5.0292
Cuadrado,0.51491,1.18319,10,10,10,10,10
Cuadrado,-1.03237,-2.06404,-1.42215,-1.423,-2.84558,-2.45489,-0.962353
Cuadrado,-0.63004,-1.25615,-1.28534,-1.28507,-2.57027,-1.91314,-1.41157
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.763351,2.5606,3.6296,5.99385,9.93687,7.27338,-10
Cuadrado,10,10,10,10,10,10,10
Cuadrado,-0.497298,-0.987388,0.706882,0.69491,1.39581,0.201419,3.71216
Cuadrado,-0.606432,-1.20781,-1.23437,-1.20831,-2.42964,-1.80738,0.131247
Cuadrado,-0.818819,-1.63521,-1.97765,-1.97497,-3.95128,-2.79244,0.658851
Cuadrado,-0.635096,-1.26487,-1.27328,-1.28163,-2.55909,-1.91377,0.884549
Cuadrado,10,10,10,10,10,10,10
Cuadrado,0.686636,1.89906,2.80248,3.55648,6.76817,4.55007,-7.16407
Cuadrado,0.426472,0.953112,2.7608,3.75803,-7.01699,-4.23458,-10
Cuadrado,0.653213,1.90849,2.26067,3.65861,-6.61806,-4.61285,9.99994
Cuadrado,0.588755,1.42084,3.04771,3.6642,7.09467,4.59726,-7.28647
Cuadrado,0.51491,1.18319,10,10,10,-10,10
